CODE ISIN,Code Maroclear,OPCVM,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Bentchmark,Périodicité VL,Souscripteurs,Affectation des résultats,Commission de souscription,Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,DatePublication,TypePublication,VL_Million,AN_Million,PerformancePositive
MA0000039497,3949,CAPITAL IMTIYAZ GARANTI,BMCE CAPITAL GESTION,FCP,CONTRACTUEL,-,MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1752640343.13,1061.17,0.014057,0.00017,0.000726,0.002191,0.005753,0.010917,0.021495,0.044839,,,2026-08-31,Quotidienne,0.0010611700000000002,1752.64034313,True
MA0000036261,3626,CAPITAL IMTIYAZ LIQUIDITE,BMCE CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.008,BANK OF AFRICA,BMCE CAPITAL GESTION,13809659681.44,19393.24,0.019894,-6.3e-05,0.000958,0.00279,0.008521,0.015875,0.029112,0.067195,0.112167,0.163952,2026-08-31,Quotidienne,0.019393240000000003,13809.65968144,True
MA0000037715,3771,CAPITAL RENDEMENT,BMCE CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,5756746482.18,2587.08,0.020086,-8.1e-05,0.000987,0.002896,0.009068,0.015956,0.028517,0.067806,0.111976,0.152682,2026-08-31,Quotidienne,0.00258708,5756.74648218,True
MA0000039232,3923,CAPITAL RENDEMENT PLUS,BMCE CAPITAL GESTION,FCP,OMLT,"]1,1   5]",MBI GLOBAL,QUOTIDIENNE,FGP,MIXTE,0.02,0.01,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION; BANK OF AFRICA,1131332.5,1131.33,0.006808,-0.00076,0.000894,0.003014,0.003691,0.006074,0.008369,,0.108854,,2026-08-31,Quotidienne,0.0011313299999999998,1.1313325,True
MA0000035917,3591,CAPITAL TRESOR,BMCE CAPITAL GESTION,FCP,OMLT,[2    6[,40% MBI MLT + 60% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,4358030902.14,2857.37,-0.004165,-0.001276,0.000669,0.004733,0.003276,-0.002594,-0.012084,,0.137284,0.152625,2026-08-31,Quotidienne,0.0028573699999999997,4358.030902140001,False
MA0000038903,3890,CAPITAL TRUST BONDS,CAPITAL TRUST GESTION,FCP,OMLT,"]1,1   8]",50% MBI MT + 50% MBI MLT,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,CAPITAL TRUST GESTION,1027940823.04,1179.46,0.002976,-0.00094,0.00095,0.006735,0.006108,0.001418,-0.007046,0.082302,0.168083,0.172752,2026-08-31,Quotidienne,0.00117946,1027.94082304,True
MA0000037962,3796,CAPITAL TRUST CASH PLUS,CAPITAL TRUST GESTION,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.015,0.02,ATTIJARIWAFA BANK,CAPITAL TRUST GESTION,3884120524.46,1309.94,0.0206,2.3e-05,0.00097,0.002848,0.008888,0.016285,0.029746,0.067822,0.113014,0.145082,2026-08-31,Quotidienne,0.00130994,3884.12052446,True
MA0000038259,3825,CAPITAL TRUST CROISSANCE,CAPITAL TRUST GESTION,FCP,DIVERSIFIÉ,-,75% MBI GLOBAL + 25% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BMCI,CAPITAL TRUST GESTION; CAPITAL TRUST SECURITIES; CAPITAL TRUST,1539949481.29,1309.48,-0.022557,-0.001883,0.000214,0.032501,0.016511,-0.015636,-0.076218,0.146023,0.277928,0.166284,2026-08-31,Quotidienne,0.00130948,1539.94948129,False
MA0000039091,3909,CAPITAL TRUST EQUITY,CAPITAL TRUST GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,CAPITAL TRUST GESTION,909194030.97,1445.96,-0.041096,-0.01494,-0.010491,0.054099,0.033774,-0.040371,-0.13707,0.269789,0.555582,,2026-08-31,Quotidienne,0.00144596,909.1940309700001,False
MA0000039174,3917,CAPITAL TRUST HORIZON,CAPITAL TRUST GESTION,FCP,OMLT,]3   7],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,CAPITAL TRUST GESTION,1074698.3,1074.7,0.007821,-0.000744,0.001015,0.002444,0.0052,0.006782,0.006575,0.048744,0.095102,,2026-08-31,Quotidienne,0.0010747,1.0746983,True
MA0000037327,3732,CAPITAL TRUST MONÉTAIRE,CAPITAL TRUST GESTION,FCP,MONÉTAIRE,"<= 0,5",Taux Repo au jour le jour,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BMCI,CAPITAL TRUST GESTION,29521409.8,1448.97,0.012246,9e-05,0.00047,0.001424,0.005349,0.009327,0.029186,0.046785,0.074457,0.111719,2026-08-31,Quotidienne,0.00144897,29.5214098,True
MA0000037483,3748,CAPITAL TRUST OBLIG COURT TERME,CAPITAL TRUST GESTION,FCP,OCT,"[0,5  1,1[",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.015,0.02,BMCI,CAPITAL TRUST GESTION,650378733.22,1458.83,0.015955,-0.000185,0.000775,0.002274,0.007097,0.012177,0.024164,0.055983,0.094889,0.13502,2026-08-31,Quotidienne,0.00145883,650.3787332200001,True
MA0000038051,3805,CAPITAL TRUST OBLIG PLUS,CAPITAL TRUST GESTION,FCP,OMLT,]2   6],70% MBI MT + 30% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,Capital Trust Gestion,753088694.21,1343.22,0.029761,-0.000223,0.001155,0.002777,0.014379,0.025891,0.035189,0.104803,0.231781,0.198843,2026-08-31,Quotidienne,0.00134322,753.0886942100001,True
MA0000038267,3826,CAPITAL TRUST OBLIG PREMIUM,CAPITAL TRUST GESTION,FCP,OMLT,"]1,1   5,1]",90% MBI MT + 10%  MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BMCI,CAPITAL TRUST GESTION; CAPITAL TRUST SECURITIES; CAPITAL TRUST,1531513697.27,1202.21,-0.000449,3.3e-05,0.00251,0.007627,0.008608,0.003255,-0.013272,0.065628,0.138748,0.08357,2026-08-31,Quotidienne,0.00120221,1531.51369727,False
MA0000038283,3828,CAPITAL TRUST OPPORTUNITÉ,CAPITAL TRUST GESTION,FCP,OMLT,"]1,1   5,1]",50% MBI MT + 50% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BMCI,CAPITAL TRUST GESTION; CAPITAL TRUST SECURITIES; CAPITAL TRUST,1142505.59,1093.31,0.007102,-0.00021,0.000915,0.002228,0.004945,0.005102,0.005777,0.047965,0.098362,-0.007859,2026-08-31,Quotidienne,0.00109331,1.14250559,True
MA0000039166,3916,CAPITAL TRUST PATRIMOINE,CAPITAL TRUST GESTION,FCP,DIVERSIFIÉ,-,25% MASI + 30% MBI GLOBAL + 45% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,CAPITAL TRUST GESTION,722518993.74,1348.94,-0.023668,-0.007315,-0.003686,0.032413,0.010101,-0.021209,-0.075201,,0.390087,,2026-08-31,Quotidienne,0.00134894,722.51899374,False
MA0000038531,3853,CAPITAL TRUST SECURIPLUS,CAPITAL TRUST GESTION,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.015,0.02,CIH BANK,CAPITAL TRUST GESTION; CAPITAL TRUST SECURITIES,1057824.03,1142.36,0.009205,-0.000123,0.000438,0.001324,0.004891,0.007505,0.012605,0.034025,0.063808,0.111429,2026-08-31,Quotidienne,0.0011423599999999998,1.0578240300000001,True
MA0000038523,3852,CAPITAL TRUST SÉRÉNITÉ,CAPITAL TRUST GESTION,FCP,OMLT,"]1,1   5,1]",50% MBI MT + 50% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,CAPITAL TRUST GESTION; CAPITAL TRUST SECURITIES,608752387.01,1200.28,-0.004858,-0.000566,-0.00099,0.000851,-0.004206,-0.002054,-0.007328,0.049288,0.169647,0.142721,2026-08-31,Quotidienne,0.00120028,608.75238701,False
MA0000037954,3795,CAPITAL TRUST TRÉSORERIE,CAPITAL TRUST GESTION,FCP,MONÉTAIRE,"[0  0,5]",Taux Repo,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.015,0.02,ATTIJARIWAFA BANK,CAPITAL TRUST GESTION,1598747411.13,1287.5,0.018745,7e-05,0.000824,0.002554,0.008009,0.014914,0.027427,0.058947,0.095316,0.144689,2026-08-31,Quotidienne,0.0012875,1598.74741113,True
MA0000038077,3807,CAPITAL TRUST ÉQUILIBRE,CAPITAL TRUST GESTION,FCP,DIVERSIFIÉ,-,70% MBI Global + 30% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,CAPITAL TRUST GESTION,1097641893.37,1220.59,-0.037549,-0.007037,-0.005257,0.029226,0.010431,-0.029105,-0.098177,0.131559,0.263825,0.149169,2026-08-31,Quotidienne,0.00122059,1097.64189337,False
MA0000040446,4044,CDG CASH,CDG CAPITAL GESTION,FCP,MONÉTAIRE,"[0  0,5[",80% TMP + 20% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.006,CDG CAPITAL,CDG CAPITAL GESTION,273930781.25,2331.55,0.022574,9.4e-05,0.000803,0.004104,0.00967,0.018981,0.03375,0.075294,0.118217,0.15202,2026-08-31,Quotidienne,0.0023315500000000004,273.93078125,True
MA0000040594,4059,CDG DYNAMIC COURT TERME,CDG CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",80% MBI CT + 20% MBI MT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1406634491.07,1200.12,0.016965,-1.7e-05,0.000892,0.002556,0.00759,0.013735,0.025481,0.06194,0.11469,0.147364,2026-08-31,Quotidienne,0.0012001199999999998,1406.63449107,True
MA0000035677,3567,CDG HORIZONS,CDG CAPITAL GESTION,FCP,OMLT,"]1,1  5,1]",50% MBI MLT + 50% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,230919044.0,2259.59,0.008183,-6.2e-05,0.00172,0.004387,0.006687,0.006476,0.014333,0.088167,0.14543,0.132207,2026-08-31,Quotidienne,0.00225959,230.919044,True
MA0000036246,3624,CDG MONETAIRE PLUS,CDG CAPITAL GESTION,FCP,OCT,"[0,5  1,1[",85% MBI CT + 15% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.0,0.01,CDG CAPITAL,CDG CAPITAL GESTION,3381190318.27,2319.33,0.02098,-2.6e-05,0.000876,0.002849,0.00797,0.016532,0.032815,0.070152,0.114886,0.151289,2026-08-31,Quotidienne,0.00231933,3381.19031827,True
MA0000040636,4063,CDG MONEY PREMIUM,CDG CAPITAL GESTION,FCP,MONÉTAIRE,"<= 0,5",60% TMP + 40% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,6888431813.41,1676.32,0.016981,6.6e-05,0.000806,0.002416,0.006823,0.013096,0.025492,0.052806,0.088209,0.131945,2026-08-31,Quotidienne,0.00167632,6888.431813409999,True
MA0000041154,4115,CDG OBLIG SÉCURITÉ,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",80% MBI CT + 20% MBI MT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1406825610.74,1710.48,0.018246,-2.3e-05,0.000913,0.002603,0.007747,0.014568,0.026908,0.061098,0.107845,0.144647,2026-08-31,Quotidienne,0.0017104800000000001,1406.82561074,True
MA0000041295,4129,CDG OPTIMUM,CDG CAPITAL GESTION,FCP,MONÉTAIRE,"]0  0,5[",50% TMP + 50% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,34197807.65,3070.64,0.015286,0.000104,0.000707,0.002206,0.006289,0.0119,0.022797,0.049695,0.081745,0.121294,2026-08-31,Quotidienne,0.00307064,34.19780765,True
MA0000041196,4119,CDG SERENITE,CDG CAPITAL GESTION,FCP,MONÉTAIRE,"<=0,5",60% TMP + 40% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,547746.64,1349.04,0.012238,0.000133,0.000571,0.001797,0.004976,0.009556,0.018136,0.039242,0.06711,0.09837,2026-08-31,Quotidienne,0.00134904,0.5477466400000001,True
MA0000030280,3028,CDG TAWFIR,CDG CAPITAL GESTION,SICAV,OMLT,[3  7[,MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.0,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1785091403.32,3477.81,5.8e-05,-0.000667,0.001841,0.007953,0.005833,-0.000692,-0.005089,0.085771,0.171895,0.105031,2026-08-31,Quotidienne,0.00347781,1785.09140332,True
MA0000030306,3030,CDG TRESORERIE,CDG CAPITAL GESTION,SICAV,MONÉTAIRE,"[0  0,5[",50% MBI CT + 50% TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CDG CAPITAL,CDG CAPITAL GESTION,4720019295.7,2279.32,0.018445,5.7e-05,0.000825,0.002776,0.007831,0.014618,0.027517,0.057841,0.095469,0.13851,2026-08-31,Quotidienne,0.00227932,4720.0192957,True
MA0000030603,3060,CDM CASH,WAFA GESTION,SICAV,MONÉTAIRE,"[0  0,5[",40% TMP + 60% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.015,CDM,WAFA GESTION,1791360880.93,6000.95,0.014884,5e-05,0.00067,0.002051,0.005948,0.011547,0.022232,0.048234,0.080855,0.117408,2026-08-31,Quotidienne,0.00600095,1791.3608809300001,True
MA0000030587,3058,CDM GENERATION,WAFA GESTION,SICAV,OMLT,[3  5[,65% MBI MT + 35% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,WAFA GESTION,982559482.01,3624.65,0.004748,-0.001358,0.001312,0.009219,0.008292,0.003244,-0.001738,0.075073,0.162887,0.117278,2026-08-31,Quotidienne,0.00362465,982.55948201,True
MA0000041303,4130,CDM MONETAIRE PLUS,WAFA GESTION,FCP,MONÉTAIRE,"]0  0,5]",TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.0065,CDM,WAFA GESTION,2861223741.22,1284.32,0.016655,3.9e-05,0.000764,0.002294,0.006607,0.012839,0.024816,0.054095,0.090949,0.137553,2026-08-31,Quotidienne,0.00128432,2861.2237412199997,True
MA0000037798,3779,CDM OBLIG PLUS,WAFA GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,Wafa Gestion,3135393483.55,2793.28,0.017826,0.0,0.000892,0.002555,0.007553,0.013725,0.025768,0.059735,0.101986,0.146318,2026-08-31,Quotidienne,0.0027932800000000004,3135.3934835500004,True
MA0000041519,4151,CDM OBLIGATIONS,WAFA GESTION,FCP,OMLT,"]1,1  5]",MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,CREDIT DU MAROC,148778190.31,1241.33,0.004605,-0.001408,0.001016,0.007344,0.00876,0.002852,-0.004379,0.071775,0.154318,0.151266,2026-08-31,Quotidienne,0.00124133,148.77819031,True
MA0000030579,3057,CDM OPTIMUM,WAFA GESTION,SICAV,DIVERSIFIÉ,-,50% MBI MLT + 50% MASI RENTABILITE,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,WAFA GESTION,539890195.04,7167.76,0.044685,-0.010303,-0.005314,0.046621,0.03157,0.034812,0.004013,0.243893,0.392983,0.337853,2026-08-31,Quotidienne,0.0071677600000000005,539.89019504,True
MA0000036147,3614,CDM SECURITE PLUS,WAFA GESTION,FCP,MONÉTAIRE,"[0  0,5[",TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,CDM,WAFA GESTION,101359621.2,2045.31,0.011748,0.000122,0.000567,0.001876,0.004696,0.009068,0.017891,0.038097,0.06403,0.096087,2026-08-31,Quotidienne,0.00204531,101.3596212,True
MA0000030595,3059,CDM TRESOR PLUS,WAFA GESTION,SICAV,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,DISTRIBUANT,0.03,0.015,0.02,CDM,WAFA GESTION,236528725.64,1746.35,0.018624,3.4e-05,0.000934,0.002779,0.007983,0.014588,0.026251,0.058599,0.100847,0.140965,2026-08-31,Quotidienne,0.0017463499999999998,236.52872563999998,True
MA0000037814,3781,CFG CASH SECURE,CFG GESTION,FCP,MONÉTAIRE,"]0 0,5]",CFG BONDS MONETAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.005,0.006,CFG BANK,CFG GESTION; CFG BANK,97890062.044781,1256.9,0.014889,4e-05,0.000685,0.002105,0.006091,0.011793,0.021629,0.048168,0.081502,0.122062,2026-08-31,Quotidienne,0.0012569,97.890062044781,True
MA0000030470,3047,CFG CROISSANCE,CFG GESTION,SICAV,DIVERSIFIÉ,-,50% CFG 25 FLOTTANT + 50% CFG BONDS CT,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.002,0.015,CFG BANK,CFG GESTION; CFG BANK,1726664730.282371,9616.36,-0.016607,-0.006927,-0.004862,0.030613,0.014001,-0.015542,-0.082452,0.179363,0.316911,0.250078,2026-08-31,Quotidienne,0.009616360000000001,1726.664730282371,False
MA0000039323,3932,CFG Diversifié,CFG GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI RN,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CFG BANK,CFG GESTION; CFG BANK,94232253.913745,1213.8,-0.017389,-0.008568,-0.006271,0.026547,0.014739,-0.00176,-0.020505,0.089587,0.160265,,2026-08-31,Quotidienne,0.0012138,94.232253913745,False
MA0000036345,3634,CFG INSTIBONDS,CFG GESTION,FCP,OMLT,"]1,5  5,5]",MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CFG BANK,CFG GESTION; CFG BANK,552824010.316706,34.17,0.002347,-0.000585,0.001465,0.004409,0.004409,-0.000585,-0.780144,-0.766774,-0.754702,,2026-08-31,Quotidienne,3.417e-05,552.824010316706,True
MA0000038895,3889,CFG INSTICASH,CFG GESTION,FCP,MONÉTAIRE,"]0  0,5]",TMP INTERBANCAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.005,0.02,CFG BANK,CFG GESTION; CFG BANK,5209352992.711192,1523.73,0.01789,4.6e-05,0.000814,0.002507,0.007338,0.014089,0.026482,0.057257,0.095499,0.140593,2026-08-31,Quotidienne,0.00152373,5209.352992711192,True
MA0000038002,3800,CFG LIQUID BONDS,CFG GESTION,FCP,OCT,"[0,5  1,1[",CFG BONDS CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,CFG BANK,CFG GESTION,2212360353.832969,1293021.83,0.019701,-5.5e-05,0.000903,0.002738,0.008317,0.015608,0.029169,0.070541,0.116686,0.163131,2026-08-31,Quotidienne,1.29302183,2212.3603538329694,True
MA0000035826,3582,CFG LIQUIDITE,CFG GESTION,FCP,OCT,"]0,5; 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,CFG BANK,CFG GESTION; CFG BANK,105192626.546379,228.19,0.010808,-8.8e-05,0.000614,0.001668,0.004755,0.008441,0.033563,0.050115,0.076013,0.094436,2026-08-31,Quotidienne,0.00022819,105.192626546379,True
MA0000039802,3980,CFG OBLIGATAIRE PLUS,CFG GESTION,FCP,OMLT,]4  8],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CFG BANK,CFG GESTION,1331288.55375,128.01,-0.003503,-0.000468,0.001643,0.00337,0.001878,-0.005052,-0.010436,,0.15605,0.057885,2026-08-31,Quotidienne,0.00012801,1.3312885537499999,False
MA0000039315,3931,CFG OPPORTUNITÉS,CFG GESTION,FCP,DIVERSIFIÉ,-,70% MBI GLOBAL + 30% MASI,QUOTIDIENNE,FGP,MIXTE,0.03,0.015,0.02,CFG BANK,CFG GESTION; CFG BANK,97528556.078555,1246.51,0.035617,-0.001426,0.000273,0.006143,0.011301,0.009385,-0.009386,,0.205627,,2026-08-31,Quotidienne,0.00124651,97.528556078555,True
MA0000035743,3574,CFG PERFORMANCE,CFG GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,QUOTIDIENNE,FGP,CAPITALISANT,0.0045,0.0045,0.02,CFG BANK,CFG GESTION; CFG BANK,1321159827.426688,1186.82,-0.010381,-0.014318,-0.01165,0.051577,0.020096,-0.020824,-0.099789,0.337428,0.602879,0.508375,2026-08-31,Quotidienne,0.0011868199999999999,1321.159827426688,False
MA0000036972,3697,CFG PREVOYANCE,CFG GESTION,FCP,OMLT,]1.1  8],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CFG BANK,CFG GESTION,628656110.291272,164.14,0.001354,-0.000852,0.001037,0.003485,0.002872,0.001828,-0.005234,0.091023,0.188792,0.1608,2026-08-31,Quotidienne,0.00016413999999999998,628.6561102912721,True
MA0000038168,3816,CFG PROFIL PRUDENT,CFG GESTION,FCP,OMLT,"]1,1   2]",95% MBI MT + 5% CFG 25 FLOTTANT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CFG BANK,CFG GESTION; CFG BANK,31660052.82134,1178.27,0.000722,-0.000543,0.000374,0.003629,0.003355,0.001513,-0.005276,0.059367,0.107657,0.108365,2026-08-31,Quotidienne,0.00117827,31.66005282134,True
MA0000038176,3817,CFG Profil Conservateur,CFG GESTION,FCP,OMLT,"]1,1   4[",50% MBI CT + 50% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CFG BANK,CFG GESTION; CFG BANK,103291381.096736,1179.69,0.015547,-6.8e-05,0.000797,0.002217,0.006776,0.012027,0.020687,0.050593,0.087713,0.1092,2026-08-31,Quotidienne,0.00117969,103.291381096736,True
MA0000038184,3818,CFG Profil Dynamique,CFG GESTION,FCP,DIVERSIFIÉ,-,60% MBI GLOBAL + 40% CFG 25,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.002,0.02,CFG BANK,CFG GESTION; CFG BANK,15631500.330705,1396.54,-0.025776,-0.005915,-0.004959,0.016893,0.011956,-0.02714,-0.057653,0.167344,0.285428,0.271408,2026-08-31,Quotidienne,0.00139654,15.631500330705,False
MA0000038143,3814,CFG Profil Equilibré,CFG GESTION,FCP,DIVERSIFIÉ,-,25% CFG 25 FLOTTANT + 75% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.001,0.02,CFG BANK,CFG GESTION; CFG BANK,44411419.871578,1378.08,-0.00171,-0.003464,-0.002244,0.011183,0.011806,-0.004659,-0.021597,0.126011,0.204015,0.254385,2026-08-31,Quotidienne,0.0013780799999999998,44.411419871578,False
MA0000038150,3815,CFG Profil Offensif,CFG GESTION,FCP,ACTIONS,-,80% CFG 25 FLOTTANT + 20% MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.0025,0.0025,0.02,CFG BANK,CFG GESTION; CFG BANK,40519906.737684,1665.91,-0.034624,-0.014575,-0.011106,0.047993,0.023695,-0.04352,-0.115721,0.252771,0.449449,0.513707,2026-08-31,Quotidienne,0.00166591,40.519906737683996,False
MA0000035792,3579,CFG RENDEMENT,CFG GESTION,FCP,OMLT,[2   6[,CFG BONDS CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,CFG BANK,CFG GESTION; CFG BANK,41754736.05493,347.92,-0.006794,-0.000345,-0.000144,0.000345,-0.00155,-0.003951,0.04852,0.054463,0.059569,-0.010832,2026-08-31,Quotidienne,0.00034792,41.75473605493,False
MA0000038309,3830,CFG SECURE BONDS,CFG GESTION,FCP,OMLT,]2  6],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CFG BANK,CFG GESTION; CFG BANK,1603471303.419288,1671.5,-0.001141,-0.001195,0.001114,0.008057,0.005553,0.001504,-0.007594,0.080262,0.173575,0.215177,2026-08-31,Quotidienne,0.0016715,1603.471303419288,False
MA0000035834,3583,CFG SECURITE,CFG GESTION,FCP,MONÉTAIRE,"]0 0,5]",TMP INTERBANCAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.006,CFG BANK,CFG GESTION; CFG BANK,2063176145.409725,2570.35,0.01491,1.9e-05,0.000658,0.002031,0.006284,0.011782,0.024791,0.050791,0.081433,0.115439,2026-08-31,Quotidienne,0.00257035,2063.176145409725,True
MA0000038317,3831,CFG SOVEREIGN BONDS,CFG GESTION,FCP,OMLT,]2  6],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CFG BANK,CFG GESTION; CFG BANK,239208703.482217,1493.91,-0.003169,-0.000395,0.001159,0.0035,0.001649,-0.002943,-0.004418,0.088372,0.184815,0.115408,2026-08-31,Quotidienne,0.00149391,239.208703482217,False
MA0000037400,3740,CFG TRADER,CFG GESTION,FCP,ACTIONS,-,-,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.002,0.02,CFG BANK,CFG GESTION; CFG BANK,25327611.743762,225.38,-0.100567,-0.012011,-0.011535,0.031393,0.0016,-0.097939,-0.179541,0.224958,0.467987,0.492188,2026-08-31,Quotidienne,0.00022538,25.327611743762002,False
MA0000037517,3751,CFG TRESOCORP,CFG GESTION,FCP,MONÉTAIRE,[0  0.5[,CFG BONDS MONETAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.005,0.004,CFG BANK,CFG GESTION; CFG BANK,136215788.382742,2432424.79,0.00852,9.3e-05,0.00045,0.001229,0.003556,0.006315,0.054033,0.050222,0.039927,0.021736,2026-08-31,Quotidienne,2.4324247900000002,136.21578838274198,True
MA0000035784,3578,CFG VALEURS,CFG GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,QUOTIDIENNE,FGP,CAPITALISANT,0.003,0.003,0.02,CFG BANK,CFG GESTION; CFG BANK,91363303.674026,699.94,-0.015237,-0.016206,-0.010979,0.057375,0.030415,-0.020309,-0.10038,0.297892,0.481041,0.407933,2026-08-31,Quotidienne,0.00069994,91.363303674026,False
MA0000042434,4243,CIH CASH,CIH CAPITAL MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5[",80% MBI CT + 20% TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,CIH,4586174291.8,1567.07,0.018279,0.000115,0.000869,0.00261,0.007477,0.014396,0.027223,0.057345,0.091138,0.130283,2026-08-31,Quotidienne,0.0015670699999999998,4586.1742918,True
